crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Tomato,Sandy Loam,13,183,30.84,51.99,0.05,0.03,28.73,1.18,21.38,9.7,14.67,7.932,0.6,76.01,1.452,169.59,9,0.354,1,1153.62
Tomato,Loam,109,34,11.12,79.68,2.18,1.61,13.16,0.71,29.98,14.53,19.75,2.292,1.15,58.13,0.524,80.96,9,0.439,1,829.94
Potato,Sandy Loam,93,125,21.22,55.21,1.17,0.92,19.99,4.11,21.28,9.36,18.3,6.027,1.15,76.85,0.512,61.03,6,0.369,1,119.12
Grape,Sandy Loam,41,160,32.54,34.81,0.07,0.04,22.27,2.17,21.78,10.12,14.94,8.301,0.589,89.67,0.951,110.89,5,0.522,1,362.71
Tomato,Loam,72,97,13.91,68.57,1.38,0.71,20.24,3.72,31.81,14.21,23.14,4.054,1.15,59.91,0.883,155.41,2,0.4,1,255.57
Potato,Loam,81,131,25.62,65.72,0.06,0.03,22.81,2.33,29.7,14.99,25.14,6.031,1.15,74.17,0.508,74.73,4,0.38,1,124.93
Tomato,Loam,122,341,10.28,54.63,1.01,0.8,11.11,4.08,29.44,14.02,25.99,3.175,0.982,60.5,1.196,184.42,13,0.422,0,0.0
Tomato,Clay Loam,103,226,27.0,58.27,0.02,0.01,21.25,1.27,36.12,21.75,27.43,5.728,1.15,83.7,1.168,167.84,3,0.405,1,363.8
Potato,Sandy Loam,21,205,27.79,47.17,0.13,0.08,23.51,1.64,23.56,9.39,19.75,6.912,0.5,76.28,0.474,67.17,8,0.362,0,0.0
Apple,Loam,25,273,17.76,69.87,6.25,4.82,12.02,3.67,31.2,14.79,23.19,3.344,0.45,62.75,1.632,267.81,3,0.521,0,0.0
Potato,Loam,14,187,35.75,63.47,0.08,0.04,20.45,3.97,29.3,13.48,26.91,7.676,0.5,66.05,0.411,65.02,10,0.357,1,148.72
Potato,Sandy Loam,2,15,6.66,69.39,8.85,4.61,6.48,3.18,21.55,10.51,11.51,1.61,0.5,63.43,0.546,60.28,12,0.378,1,1037.08
Tomato,Clay Loam,80,113,17.75,56.02,0.06,0.03,16.69,1.2,34.48,22.34,33.98,3.94,1.15,77.59,0.678,82.31,10,0.401,1,174.76
Grape,Loam,168,31,11.13,66.91,2.75,2.05,12.05,4.25,30.72,14.41,19.16,2.845,0.85,84.04,0.754,122.98,6,0.503,1,622.29
Potato,Silt Loam,121,252,23.74,59.76,0.19,0.14,12.23,3.28,32.6,12.39,31.9,4.522,0.87,71.45,0.456,92.16,8,0.364,1,102.11
Grape,Sandy,212,117,16.66,47.42,1.2,0.92,20.08,2.54,17.51,8.38,16.98,5.178,0.637,58.2,0.746,68.11,12,0.478,0,0.0
Apple,Clay Loam,149,255,24.72,43.78,3.52,2.22,19.35,2.98,37.94,22.09,30.56,6.734,1.2,86.57,1.194,189.25,8,0.569,1,814.3
Grape,Loam,107,112,24.85,59.24,0.19,0.11,20.02,1.51,29.35,14.32,20.28,5.348,0.85,64.46,0.567,85.22,1,0.456,1,79.78
Potato,Silt Loam,69,141,16.38,61.72,0.27,0.19,18.01,3.25,33.68,13.67,24.3,4.383,1.15,66.64,0.512,102.45,10,0.372,1,720.67
Potato,Silt Loam,87,232,29.34,46.38,0.09,0.05,19.5,1.96,31.28,12.48,29.34,6.526,1.15,65.34,0.529,99.45,6,0.397,1,97.15
Apple,Silty Loam,48,146,19.8,60.27,0.09,0.05,22.85,3.52,34.11,14.83,29.11,5.764,0.72,66.69,1.043,201.09,3,0.57,1,234.59
Potato,Sandy Loam,83,310,15.41,77.29,6.95,4.49,12.75,3.33,22.49,9.89,16.53,2.788,1.15,88.09,0.459,57.83,5,0.37,1,155.28
Tomato,Sandy Loam,25,136,17.9,81.69,0.19,0.15,21.11,1.5,22.88,10.49,11.64,4.153,0.6,79.98,0.879,108.91,7,0.365,1,864.71
Tomato,Loam,95,354,13.03,78.18,0.68,0.51,5.3,0.73,32.8,14.96,29.56,1.102,1.15,85.49,1.393,248.51,10,0.434,0,0.0
Grape,Sandy,237,247,29.23,48.31,1.23,0.63,26.02,4.36,18.65,8.33,12.29,9.245,0.47,62.07,0.771,79.57,9,0.522,1,711.0
Potato,Sandy Loam,83,63,11.34,67.8,1.75,0.88,12.57,4.14,21.72,9.57,14.39,2.872,1.15,70.44,0.48,58.32,5,0.354,1,249.74
Potato,Loam,37,8,6.78,71.29,1.74,0.9,9.77,1.33,31.88,13.53,26.93,1.697,0.76,85.28,0.477,87.53,11,0.374,0,0.0
Grape,Sandy,32,319,12.08,64.26,0.72,0.52,14.33,1.83,16.39,8.38,9.86,2.98,0.465,69.58,0.773,61.92,3,0.451,1,217.64
Grape,Sandy Loam,126,272,23.31,52.3,0.69,0.47,13.21,2.67,21.22,10.94,16.24,4.772,0.85,89.21,0.708,72.78,6,0.495,1,237.14
Grape,Loam,116,23,10.3,68.83,1.1,0.6,13.54,3.75,30.52,14.04,16.72,2.781,0.85,84.31,0.929,153.1,2,0.532,1,304.12
Tomato,Clay Loam,101,228,29.38,39.44,0.11,0.08,16.44,1.02,35.57,22.71,29.03,5.175,1.15,80.14,0.914,117.54,1,0.414,1,74.59
Potato,Sandy Loam,88,51,10.79,70.67,5.97,3.54,11.72,4.46,23.59,10.08,17.99,2.612,1.15,59.49,0.482,65.12,5,0.365,1,226.86
Apple,Silty Loam,8,194,28.3,33.48,0.03,0.03,23.44,4.22,33.68,13.03,29.32,9.752,0.45,84.75,1.268,261.84,12,0.531,1,782.79
Potato,Silt Loam,129,179,20.8,66.72,0.31,0.2,22.97,2.54,34.9,13.61,27.64,5.424,0.763,56.2,0.592,126.04,9,0.365,1,688.28
Grape,Sandy,46,60,16.58,71.2,0.77,0.42,11.5,0.68,17.14,8.76,9.76,2.439,0.657,75.63,0.952,79.78,1,0.516,1,92.9
Tomato,Sandy Loam,36,291,16.01,69.95,1.53,0.9,12.12,3.87,21.99,9.43,20.05,3.198,0.682,75.89,1.233,154.86,5,0.353,0,0.0
Apple,Clay Loam,170,109,10.65,49.3,1.76,1.21,24.75,4.04,35.89,22.39,28.57,4.959,1.2,88.36,1.151,155.39,8,0.597,1,762.82
Tomato,Sandy Loam,129,4,17.49,99.0,1.99,1.15,10.04,2.79,23.08,9.88,14.94,1.529,0.884,74.39,0.522,68.9,5,0.364,1,285.59
Potato,Loam,118,321,16.03,67.23,2.61,1.92,12.88,3.94,32.84,14.85,23.54,3.461,0.91,77.83,0.503,90.49,13,0.361,1,781.35
Potato,Loam,74,82,13.06,66.03,0.25,0.16,13.66,2.77,30.49,14.54,24.87,3.094,1.15,59.25,0.452,72.09,2,0.393,0,0.0
Tomato,Sandy Loam,33,338,17.87,72.91,1.61,0.92,9.3,0.82,21.38,9.91,14.82,2.113,0.641,84.82,0.84,96.35,6,0.386,1,389.79
Grape,Sandy Loam,77,22,13.97,65.22,0.81,0.43,8.58,2.41,22.25,9.03,10.03,2.418,0.85,77.67,0.769,101.66,3,0.455,1,362.97
Potato,Sandy Loam,54,154,24.51,49.1,0.02,0.02,25.8,1.14,21.96,9.38,15.18,6.599,1.128,83.88,0.572,71.96,13,0.392,1,601.05
Apple,Loam,126,307,13.84,71.81,4.11,2.92,9.11,0.66,31.47,13.6,20.78,1.851,1.2,80.43,1.115,199.25,9,0.581,1,1333.76
Tomato,Clay Loam,78,199,24.27,66.4,0.02,0.01,23.5,1.57,36.44,22.31,26.65,5.769,1.15,62.01,0.752,106.26,9,0.363,1,1068.52
Grape,Sandy Loam,73,106,18.92,55.83,1.33,0.95,15.04,1.74,21.92,10.51,18.08,4.001,0.85,55.18,0.654,74.62,3,0.519,0,0.0
Apple,Silty Loam,70,46,3.25,76.5,4.19,2.21,7.55,4.31,33.76,14.33,26.69,1.331,1.05,75.94,1.598,310.49,5,0.511,0,0.0
Grape,Sandy,238,234,35.23,32.14,0.0,0.0,20.73,2.02,18.33,7.55,8.55,8.251,0.463,70.17,0.524,56.49,3,0.48,1,219.1
Grape,Sandy,120,27,15.21,78.01,0.57,0.34,11.15,2.06,19.85,8.44,12.74,2.39,0.85,76.18,0.591,67.43,1,0.503,1,55.16
Apple,Loam,36,101,16.73,46.66,1.42,1.0,21.87,3.66,29.49,13.32,28.21,5.854,0.54,70.21,1.77,286.21,6,0.518,0,0.0
Tomato,Clay Loam,88,343,10.48,78.84,3.37,2.46,9.63,4.03,35.68,22.6,32.9,1.949,1.15,66.25,1.438,188.09,7,0.381,0,0.0
Apple,Clay Loam,15,79,11.94,75.3,0.25,0.15,12.6,3.9,34.79,22.32,28.89,2.569,0.45,58.52,1.177,146.77,7,0.514,0,0.0
Grape,Sandy,177,218,33.63,51.78,0.09,0.06,23.43,2.33,16.36,8.08,9.08,7.905,0.85,73.18,0.874,72.37,4,0.528,1,347.78
Grape,Sandy,205,141,29.66,58.05,0.13,0.07,23.05,4.32,18.23,7.44,13.86,7.906,0.683,65.91,0.74,79.85,3,0.466,1,147.19
Tomato,Clay Loam,104,350,7.69,69.63,7.98,5.5,10.2,2.05,35.65,21.81,30.62,1.944,1.15,59.01,0.583,80.69,6,0.399,0,0.0
Tomato,Sandy Loam,41,103,20.71,72.66,1.36,0.93,14.54,3.64,23.51,9.57,20.48,3.88,0.751,87.13,0.994,138.56,13,0.441,0,0.0
Apple,Clay Loam,21,268,27.87,54.01,0.34,0.24,18.57,2.14,37.04,21.63,25.63,5.93,0.45,78.47,1.541,237.47,9,0.558,1,2016.63
Tomato,Clay Loam,92,227,31.37,64.19,0.05,0.03,22.9,0.54,35.65,22.15,32.17,5.926,1.15,86.86,0.975,131.62,7,0.44,1,273.44
Apple,Clay Loam,112,167,32.98,53.49,0.1,0.07,21.12,1.64,34.63,21.05,29.26,6.69,1.2,75.37,1.673,227.19,3,0.534,1,357.6
Apple,Silty Loam,37,335,4.89,84.42,5.49,2.96,8.74,2.0,36.84,13.77,28.99,1.251,0.555,76.79,1.145,264.15,6,0.544,0,0.0
Potato,Silt Loam,53,358,8.3,71.78,8.36,4.23,7.33,3.76,31.41,13.08,19.24,1.806,1.107,81.53,0.466,85.42,7,0.373,1,486.92
Tomato,Loam,20,117,16.93,72.7,0.89,0.67,16.4,3.58,29.37,13.34,16.84,3.713,0.6,84.41,1.284,205.83,3,0.38,1,571.8
Apple,Silty Loam,174,89,9.59,75.81,0.28,0.2,13.38,0.92,35.08,13.34,26.53,2.28,1.14,69.44,1.797,390.67,1,0.518,0,0.0
Apple,Silty Loam,8,68,20.39,58.96,2.27,1.25,14.6,4.0,33.67,14.77,28.71,4.787,0.45,63.04,1.098,207.52,2,0.522,0,0.0
Grape,Loam,34,72,18.51,79.1,0.39,0.26,17.35,1.02,31.98,13.84,26.97,3.594,0.493,78.32,0.98,177.77,9,0.5,0,0.0
Potato,Silt Loam,96,273,18.54,72.67,0.92,0.71,13.61,1.41,31.57,12.85,21.8,3.108,1.15,69.58,0.449,84.05,10,0.358,1,630.46
Apple,Clay Loam,12,270,30.89,51.63,0.23,0.14,18.42,1.51,36.19,21.53,35.69,5.853,0.45,60.85,1.593,233.53,11,0.574,0,0.0
Grape,Loam,228,85,21.47,76.87,0.06,0.04,17.0,2.73,30.86,13.1,30.36,4.011,0.53,56.43,0.645,114.55,6,0.462,0,0.0
Apple,Clay Loam,10,309,15.7,78.64,2.01,1.31,12.56,2.19,36.69,21.97,33.15,2.637,0.45,67.09,1.322,194.6,13,0.522,0,0.0
Potato,Sandy Loam,46,116,13.12,73.36,0.05,0.03,17.24,2.42,22.21,10.46,14.63,3.29,0.955,62.68,0.408,47.94,13,0.395,1,641.42
Apple,Clay Loam,14,270,25.57,62.05,2.07,1.46,21.18,2.12,35.66,21.56,24.5,5.807,0.45,68.67,1.169,164.83,1,0.558,1,189.98
Potato,Sandy Loam,1,222,22.79,31.49,0.04,0.03,23.3,4.49,24.94,10.53,16.25,8.728,0.5,80.96,0.571,82.28,12,0.356,1,735.47
Grape,Sandy,171,114,24.4,55.32,0.18,0.13,15.81,2.61,19.72,8.67,9.67,5.187,0.85,86.03,0.872,96.36,3,0.47,1,305.6
Apple,Silty Loam,13,167,22.2,66.68,0.01,0.01,22.56,4.42,35.95,14.96,26.19,5.862,0.45,86.5,1.406,295.12,4,0.563,0,0.0
Apple,Silty Loam,146,182,25.97,33.12,0.03,0.03,20.49,4.21,35.64,14.57,28.86,8.72,1.2,71.54,1.088,229.24,7,0.598,1,721.78
Grape,Sandy,205,71,13.42,69.34,0.67,0.45,17.72,2.05,19.3,7.96,9.7,3.5,0.683,60.69,0.529,59.99,13,0.536,1,1087.81
Potato,Silt Loam,78,81,9.85,62.61,3.62,2.55,14.03,3.72,32.77,12.45,24.31,3.038,1.15,55.11,0.427,86.77,6,0.375,1,393.3
Grape,Loam,170,281,26.15,42.16,0.2,0.1,16.95,2.76,30.15,14.61,29.65,6.447,0.85,72.58,0.758,117.79,5,0.456,1,104.44
Potato,Sandy Loam,76,17,5.79,82.68,2.08,1.19,6.53,2.69,24.18,9.29,10.29,1.12,1.15,57.12,0.448,66.71,10,0.371,1,1089.41
Tomato,Clay Loam,6,145,27.25,61.89,0.74,0.42,17.05,3.91,35.37,21.08,34.87,5.943,0.6,59.58,0.995,142.19,4,0.425,0,0.0
Tomato,Loam,83,39,11.49,85.85,0.17,0.09,8.88,1.76,32.86,14.26,26.61,1.574,1.15,62.41,1.445,268.77,11,0.365,0,0.0
Tomato,Loam,53,56,13.75,78.05,3.4,2.07,8.5,0.6,32.2,13.36,31.3,1.653,0.916,66.15,1.15,216.66,7,0.419,0,0.0
Grape,Sandy,198,141,24.39,42.31,0.02,0.01,23.27,3.64,18.62,8.81,18.12,7.847,0.73,55.68,0.927,90.94,2,0.498,1,66.59
Potato,Silt Loam,58,220,24.12,48.07,0.02,0.01,23.83,2.74,31.1,13.22,28.9,7.079,1.15,74.1,0.407,72.77,10,0.398,1,120.84
Potato,Silt Loam,37,301,11.15,73.21,0.06,0.04,9.04,2.84,33.68,13.17,25.76,2.058,0.76,65.51,0.528,108.29,2,0.381,1,127.67
Tomato,Loam,9,56,15.35,71.13,2.97,1.96,14.45,3.32,29.41,13.3,27.43,3.31,0.6,88.54,0.883,142.25,12,0.357,0,0.0
Grape,Loam,41,162,33.48,41.27,0.03,0.02,24.5,2.29,29.72,14.53,25.81,8.69,0.589,84.55,0.571,86.73,2,0.536,1,52.81
Potato,Silt Loam,54,267,21.44,47.34,0.45,0.29,15.78,3.64,33.15,13.6,24.18,5.728,1.128,55.36,0.424,82.89,6,0.367,1,412.21
Apple,Clay Loam,108,177,30.03,42.99,0.21,0.16,24.48,1.96,34.2,21.75,27.64,7.837,1.2,89.37,1.517,188.87,3,0.531,1,334.06
Potato,Sandy Loam,20,84,11.41,68.28,4.53,2.5,17.36,3.61,23.48,10.07,19.64,3.367,0.5,81.02,0.534,71.61,12,0.372,0,0.0
Potato,Silt Loam,82,145,16.3,37.69,1.4,0.77,23.2,2.88,33.31,13.44,26.48,6.136,1.15,62.77,0.441,87.63,3,0.372,1,143.96
Tomato,Loam,123,120,21.64,68.53,1.3,0.79,16.18,3.31,32.99,14.68,25.15,4.434,0.968,67.7,0.721,132.02,1,0.406,1,83.5
Tomato,Loam,132,322,18.28,86.06,1.09,0.65,12.42,2.34,31.66,13.26,25.02,2.531,0.842,63.15,0.922,169.65,4,0.364,0,0.0
Grape,Loam,80,80,16.55,58.67,1.1,0.59,17.24,3.75,30.56,13.61,27.28,4.556,0.85,73.1,0.686,116.28,8,0.461,0,0.0
Grape,Loam,69,320,21.69,87.56,1.23,0.93,9.15,4.18,30.06,14.15,29.56,2.212,0.85,72.38,0.634,100.87,5,0.48,0,0.0
Grape,Sandy Loam,144,139,23.04,47.6,0.16,0.12,23.63,3.39,21.07,10.16,17.63,7.182,0.85,78.64,0.881,96.12,4,0.505,1,154.15
Grape,Sandy Loam,226,290,21.22,48.33,0.1,0.07,15.28,2.0,23.66,9.86,23.16,4.695,0.543,79.84,0.653,90.11,13,0.542,0,0.0
Apple,Clay Loam,116,344,9.56,91.1,2.63,1.34,5.41,3.57,35.92,21.4,24.4,0.902,1.2,57.85,1.417,205.75,9,0.563,1,2539.58
Grape,Sandy,180,249,27.65,48.8,1.08,0.61,21.13,4.18,18.57,8.63,18.07,7.909,0.85,87.21,0.849,84.39,4,0.456,1,77.88
Grape,Sandy Loam,170,150,24.88,75.29,0.15,0.09,19.17,2.92,24.68,9.9,16.47,4.869,0.85,83.95,0.606,89.57,3,0.477,1,177.79
Tomato,Sandy Loam,47,246,20.87,57.58,0.08,0.04,21.47,3.26,24.0,9.4,14.79,5.812,0.834,64.29,0.535,78.11,10,0.368,1,766.43
Grape,Sandy Loam,231,15,13.35,56.35,2.19,1.15,9.16,1.38,22.23,9.33,20.65,2.36,0.51,63.17,0.778,100.36,6,0.531,0,0.0
Potato,Sandy Loam,97,100,15.62,54.55,9.06,4.96,13.81,1.45,21.55,9.41,19.69,3.377,1.15,82.64,0.474,57.54,2,0.357,0,0.0
Apple,Loam,41,123,21.85,66.41,0.29,0.2,20.77,2.48,30.91,13.87,19.86,5.181,0.615,79.19,1.27,216.41,2,0.552,1,354.43
Potato,Loam,2,73,13.68,81.11,0.55,0.37,10.48,3.91,30.78,14.16,27.56,2.19,0.5,75.67,0.414,68.81,13,0.379,0,0.0
Apple,Silty Loam,141,215,25.95,34.58,0.22,0.14,21.92,0.67,35.49,13.38,28.1,5.83,1.2,57.28,1.937,428.27,1,0.587,1,249.9
Apple,Silty Loam,180,105,16.74,56.08,0.47,0.36,16.95,0.87,35.09,14.8,26.92,3.752,1.05,80.82,1.131,229.48,5,0.545,1,571.66
Potato,Silt Loam,79,86,14.44,68.04,8.71,5.63,18.15,4.07,33.57,12.18,26.79,3.914,1.15,57.02,0.485,103.74,6,0.394,0,0.0
Tomato,Sandy Loam,40,343,13.2,95.53,7.4,4.06,10.09,3.25,24.54,9.84,16.34,1.446,0.737,68.93,0.871,128.04,2,0.384,1,207.23
Potato,Sandy Loam,61,308,10.01,80.14,1.29,0.79,9.18,3.1,22.91,10.6,11.6,1.761,1.15,77.95,0.457,56.26,13,0.363,1,862.0
Grape,Sandy Loam,222,193,36.61,29.23,0.0,0.0,29.17,0.82,24.33,9.94,16.8,8.837,0.57,87.39,0.654,94.11,11,0.508,1,619.87
Tomato,Loam,130,196,28.84,59.78,0.03,0.03,21.66,4.08,29.81,14.89,19.79,7.267,0.87,85.24,1.447,215.89,10,0.359,1,1700.95
Potato,Silt Loam,130,314,13.56,73.28,0.66,0.4,10.59,2.4,34.45,13.0,30.54,2.388,0.75,66.37,0.567,121.62,13,0.373,0,0.0
Tomato,Sandy Loam,82,288,25.12,75.98,3.01,2.14,13.83,1.03,23.22,9.64,19.03,3.42,1.15,77.69,1.054,143.13,9,0.396,0,0.0
Grape,Sandy,203,212,31.17,34.94,0.0,0.0,24.04,1.1,18.28,8.74,9.74,7.295,0.697,56.12,0.949,90.53,9,0.532,1,1299.72
Potato,Loam,115,306,6.52,72.62,0.81,0.6,9.44,3.69,31.31,13.78,23.47,1.836,0.95,78.5,0.531,93.08,11,0.366,1,583.36
Potato,Loam,117,176,27.2,59.4,0.01,0.0,24.22,1.47,31.73,13.82,22.67,6.451,0.923,85.38,0.509,91.16,13,0.355,1,702.16
Grape,Sandy Loam,230,42,13.08,62.46,0.74,0.45,12.41,2.52,23.25,9.16,19.84,3.007,0.517,74.02,0.716,100.88,5,0.477,0,0.0
Potato,Loam,110,222,24.87,38.79,0.01,0.01,20.52,4.38,32.38,13.38,21.01,8.144,1.017,82.61,0.585,111.15,9,0.397,1,724.65
Apple,Loam,144,187,25.94,45.38,0.05,0.03,24.97,3.47,29.05,13.2,17.58,8.149,1.2,67.47,1.041,165.0,9,0.581,1,1592.74
Potato,Sandy Loam,118,322,15.43,69.5,2.2,1.6,7.29,3.01,21.57,9.46,14.72,2.33,0.91,87.15,0.575,69.63,3,0.365,1,135.59
Potato,Sandy Loam,79,192,31.64,46.5,0.0,0.0,24.89,3.26,22.33,9.68,19.05,8.961,1.15,89.78,0.464,58.7,3,0.373,1,50.85
Apple,Silty Loam,109,20,6.14,81.52,0.6,0.33,3.57,2.23,33.25,14.25,30.1,0.809,1.2,88.89,1.06,201.4,12,0.543,0,0.0
Apple,Silty Loam,185,358,7.8,72.61,4.67,3.1,10.54,3.64,35.78,14.94,23.22,2.053,0.975,72.53,1.363,284.05,12,0.549,1,2832.36
Tomato,Clay Loam,2,101,9.63,72.03,0.09,0.05,13.14,4.07,37.13,22.66,23.66,2.55,0.6,57.4,0.731,105.78,3,0.432,1,514.63
Potato,Loam,107,273,24.58,74.18,0.62,0.38,14.3,0.86,29.73,13.17,25.57,3.476,1.057,62.21,0.446,73.86,11,0.364,0,0.0
Apple,Loam,198,290,20.68,67.51,3.27,1.97,12.41,0.93,29.26,13.6,24.09,3.001,0.78,66.87,1.783,279.22,6,0.517,0,0.0
Apple,Clay Loam,151,213,27.53,60.92,0.02,0.01,21.18,0.72,35.97,22.53,31.17,5.394,1.2,57.99,1.747,234.8,10,0.577,1,1446.04
Apple,Loam,96,324,16.63,87.02,3.22,2.51,13.73,2.5,32.14,14.31,27.53,2.582,1.2,76.22,1.987,354.28,1,0.535,0,0.0
Tomato,Loam,50,234,35.35,53.94,0.07,0.05,22.36,1.54,29.12,13.45,22.91,7.098,0.875,71.55,1.276,199.95,12,0.397,1,1328.97
Grape,Loam,224,307,17.25,71.11,2.48,1.52,12.0,0.88,29.44,13.98,28.94,2.629,0.557,74.78,0.554,85.65,1,0.494,0,0.0
Tomato,Loam,37,212,26.88,59.64,0.06,0.05,20.76,3.65,32.35,14.92,26.19,6.633,0.696,56.86,0.867,151.12,8,0.372,1,751.42
Tomato,Loam,18,196,25.26,52.81,0.03,0.02,21.33,2.18,30.52,13.42,30.02,6.246,0.6,84.18,1.152,196.99,3,0.41,1,82.11
Apple,Clay Loam,69,149,21.81,57.84,1.93,1.18,21.83,1.26,34.56,22.3,34.06,5.314,1.035,78.31,1.188,145.65,6,0.504,1,182.05
Apple,Clay Loam,168,348,7.53,75.1,8.96,5.14,7.1,0.78,35.59,21.21,22.21,1.233,1.2,78.68,1.023,147.11,4,0.592,1,695.87
Potato,Loam,101,171,23.9,59.84,0.35,0.2,21.41,1.23,31.94,14.98,24.2,5.387,1.137,68.69,0.487,82.6,9,0.35,1,493.88
Tomato,Sandy Loam,112,112,17.28,69.49,0.09,0.06,14.3,3.62,23.65,9.01,17.48,3.63,1.122,55.81,1.199,175.53,9,0.361,1,1192.98
Apple,Clay Loam,106,330,14.44,80.42,0.87,0.44,5.17,3.57,36.45,22.45,27.71,1.566,1.2,67.53,1.998,279.72,9,0.558,1,2327.3
Tomato,Sandy Loam,125,179,27.66,58.49,0.04,0.03,20.41,4.46,22.16,9.64,19.18,7.094,0.94,66.6,1.218,152.49,5,0.36,1,272.5
Apple,Loam,123,228,26.25,45.34,0.04,0.03,20.97,1.33,30.03,13.01,25.15,6.017,1.2,76.71,1.971,335.46,9,0.508,1,1128.49
Grape,Loam,26,327,15.65,54.42,3.91,3.12,9.81,1.36,32.85,13.31,32.35,2.67,0.383,67.46,0.925,180.75,13,0.468,0,0.0
Apple,Loam,73,320,14.03,82.72,2.08,1.25,8.94,0.92,29.58,14.5,22.32,1.725,1.095,63.83,1.631,245.95,13,0.581,0,0.0
Apple,Loam,198,357,6.92,75.56,1.71,0.92,4.76,3.63,29.77,13.88,25.88,1.297,0.78,56.93,1.042,165.57,1,0.511,0,0.0
Tomato,Loam,94,92,18.02,55.15,1.96,1.18,17.05,3.01,32.09,13.76,21.48,4.729,1.15,82.78,1.088,199.43,5,0.441,1,697.25
Apple,Silty Loam,145,288,9.38,51.38,0.69,0.52,15.19,4.41,36.86,14.44,28.38,3.675,1.2,89.89,1.609,360.74,13,0.5,1,1973.26
Apple,Loam,127,88,9.81,78.64,0.83,0.45,11.94,3.14,31.98,13.29,24.7,2.127,1.2,67.57,1.883,351.93,5,0.534,0,0.0
Tomato,Sandy Loam,127,285,21.22,76.77,0.29,0.16,13.91,1.75,24.55,9.75,10.75,3.306,0.912,57.68,1.023,151.4,10,0.415,1,2447.54
Potato,Loam,89,83,13.65,65.64,0.81,0.65,10.61,0.92,32.89,13.92,29.15,2.261,1.15,60.83,0.543,103.01,2,0.395,0,0.0
Apple,Loam,70,229,27.88,45.1,0.12,0.09,23.97,4.48,31.32,14.6,27.37,8.931,1.05,76.8,1.905,318.52,13,0.54,1,1273.72
Grape,Sandy Loam,70,240,31.8,33.38,0.02,0.01,24.39,2.84,21.09,10.8,11.88,9.442,0.85,56.54,0.611,62.87,3,0.488,1,298.58
Tomato,Clay Loam,7,224,27.08,63.06,0.05,0.03,26.83,1.55,34.54,21.39,31.71,6.898,0.6,60.21,0.986,129.66,13,0.429,1,602.47
Grape,Loam,133,136,28.13,45.65,0.2,0.14,24.08,3.07,30.4,13.49,25.1,8.133,0.85,88.42,0.774,130.88,3,0.474,1,139.18
Potato,Sandy Loam,37,300,15.47,65.97,0.7,0.42,13.23,3.94,24.96,10.11,13.96,3.508,0.76,77.45,0.509,75.59,4,0.37,1,289.17
Grape,Loam,192,62,19.61,60.77,1.94,1.21,16.02,1.19,31.36,14.0,29.55,3.873,0.77,67.02,0.829,143.91,11,0.457,0,0.0
Tomato,Sandy Loam,59,338,13.53,73.38,1.02,0.69,7.03,1.97,22.86,10.69,17.33,1.785,0.999,74.61,1.428,173.79,2,0.373,1,211.68
Grape,Sandy Loam,42,287,21.02,59.67,0.56,0.28,16.19,0.82,23.5,10.54,22.28,3.88,0.603,74.19,0.728,94.35,3,0.48,0,0.0
Apple,Loam,38,221,29.21,52.18,0.07,0.05,24.35,4.48,30.08,13.11,24.39,8.653,0.57,56.37,1.791,303.93,10,0.541,1,1807.84
Potato,Sandy Loam,31,192,36.2,47.62,0.09,0.06,26.61,3.09,21.09,10.6,16.21,9.859,0.63,75.44,0.578,60.63,3,0.374,1,112.17
Grape,Loam,236,191,36.55,35.85,0.0,0.0,20.6,1.35,31.82,13.26,24.41,7.286,0.477,73.93,0.704,130.66,7,0.515,0,0.0
Apple,Clay Loam,9,218,28.42,40.39,0.32,0.17,21.35,2.87,36.5,21.38,27.1,7.839,0.45,74.54,1.382,208.96,6,0.59,1,1045.68
Grape,Loam,161,225,44.0,40.73,0.12,0.07,21.01,1.11,30.3,14.64,24.9,7.419,0.85,83.68,0.669,104.77,1,0.459,1,43.17
Grape,Loam,69,231,32.93,40.98,0.02,0.01,27.66,2.28,30.21,14.36,19.46,9.326,0.85,72.26,0.708,112.22,10,0.534,1,1053.28
Grape,Loam,117,301,12.67,68.86,0.29,0.22,9.34,2.38,32.67,14.34,32.17,2.292,0.85,67.01,0.831,152.32,12,0.512,0,0.0
Potato,Loam,38,106,14.41,84.78,0.38,0.2,19.35,3.0,31.71,13.86,25.54,3.268,0.782,71.15,0.431,76.93,12,0.385,0,0.0
Potato,Silt Loam,50,220,21.11,56.65,0.08,0.04,19.94,2.88,33.51,12.02,30.24,5.528,1.042,68.11,0.59,126.79,9,0.354,1,254.94
Grape,Sandy,149,317,15.16,73.39,0.62,0.32,11.11,3.81,17.82,7.67,13.27,2.785,0.85,77.36,0.557,56.54,5,0.471,0,0.0
Tomato,Clay Loam,87,83,12.74,69.05,3.65,2.23,14.54,2.97,36.0,21.27,26.27,3.087,1.15,82.84,1.172,172.64,4,0.409,1,550.63
